dl_id	dl_stem1	dl_stem2	dl_stem3	dl_stem4	dl_pos	dl_grammar_code	dl_type	dl_variant	dl_gender	dl_comparison	dl_kind	dl_aux_case	dl_age	dl_area	dl_geography	dl_frequency	dl_source	dl_senses
20339	fulgor	fulgor			N	3 1 M T	3	1	M		T		X	X	X	B	O	brightness/brilliance/radiance; splendor/glory; flame/flash; lightening/meteor;
20340	fulgu	fulgu	fulgs	-	V	2 1 INTRANS	2	1			INTRANS		X	X	X	C	O	glitter/flash/shine brightly, gleam; be brilliant/bright/resplendent; light up;
20341	fulgu	fulgu	fulgs	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	C	O	glitter/flash/shine brightly, gleam; be brilliant/bright/resplendent; light up;
20342	fulgur	fulgur			N	3 2 N T	3	2	N		T		X	X	X	D	X	lightning, flashing, brightness; [pubica ~ => things blasted by lightning];
20343	fulgur	fulgur	fulgurav	fulgurat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	C	O	glitter/flash/shine brightly, gleam; light up; (IMPERS) it lightens;
20344	fulgurat	fulgurat			ADJ	1 1 POS	1	1		POS			X	E	X	E	O	struck by lightening; (also of eloquence);
20345	fulgurator	fulgurator			N	3 1 M P	3	1	M		P		X	E	X	E	C	priest who interpreted omens from lightning;
20346	fulgurit	fulgurit			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	struck by lightning;
20347	fulic	fulic			N	1 1 F T	1	1	F		T		X	X	X	D	X	water-fowl; (probably coot);
20348	fuligo	fuligin			N	3 1 F T	3	1	F		T		X	X	X	D	X	soot; lamp-black;
20349	fullo	fullon			N	3 1 M P	3	1	M		P		X	X	X	E	C	cloth-fuller;
20350	fulloni	fulloni			N	1 1 F T	1	1	F		T		X	T	X	F	S	fuller's trade;
20351	fulloni	fulloni			N	2 2 N T	2	2	N		T		X	T	X	F	S	fuller's shop;
20352	fullonic	fullonic			N	1 1 F T	1	1	F		T		X	X	X	E	C	art of fulling;
20353	fulmen	fulmin			N	3 2 N T	3	2	N		T		X	X	X	B	X	lightning, flash; thunderbolt; crushing blow;
20354	fulment	fulment			N	1 1 F T	1	1	F		T		X	X	X	E	S	prop; support; shoe-heel;
20355	fulment	fulment			N	2 2 N T	2	2	N		T		X	X	X	E	S	bedpost; prop; support;
20356	fulmin	fulmin	fulminav	fulminat	V	1 1 X	1	1			X		X	X	X	D	X	lighten; cause lightning to strike; strike like lightning;
20357	fulmine	fulmine			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	of lightning; destructive;
20358	fult	fult			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	propped up; supported;
20359	fulv	fulv			ADJ	1 1 POS	1	1		POS			X	X	X	B	X	tawny, reddish yellow; yellow;
20360	fum	fum			N	2 1 M T	2	1	M		T		X	X	X	B	X	smoke, steam, vapor, fume;
20361	fum	fum	fumav	-	V	1 1 X	1	1			X		X	X	X	D	X	smoke, steam, fume, reek;
20362	fumacul	fumacul			N	2 2 N T	2	2	N		T		G	X	X	E	K	pipe;
20363	fumator	fumator			N	3 1 M P	3	1	M		P		G	X	X	E	K	smoker;
20364	fume	fume			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	smoky;
20365	fumid	fumid			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	full of smoke, smoky;
20366	fumifer	fumifer			ADJ	1 2 POS	1	2		POS			X	X	X	D	X	smoky;
20367	fumific	fumific			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	causing smoke;
20368	fumific	fumific	fumificav	fumificat	V	1 1 X	1	1			X		G	X	X	E	K	smoke (a cigar);
20369	fumig	fumig	fumigav	fumigat	V	1 1 X	1	1			X		G	X	X	E	K	smoke (kitchen);
20370	fumig	fumig	fumigav	fumigat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	O	smoke, fumigate; treat with/subject to smoke; produce smoke (L+S); steam;
20371	fumigabund	fumigabund			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	smoking; causing smoke;
20372	fumigans	fumigant			ADJ	3 1 POS	3	1		POS			E	X	X	E	P	almost extinguished;
20373	fumigi	fumigi			N	2 2 N T	2	2	N		T		D	X	X	F	S	fumigation; fumigating;
20374	fumisugi	fumisugi			N	2 2 N T	2	2	N		T		G	X	X	E	K	pipe;
20375	fumos	fumos			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	full of smoke, smoky, smoked; gray-smoke-colored (Cal);
20376	funale	funal			N	3 4 N T	3	4	N		T		X	X	X	D	X	torch of wax or tallow soaked rope; chandelier;
20377	funambul	funambul			N	2 1 M P	2	1	M		P		X	X	X	E	C	rope-dancer;
20378	functio	function			N	3 1 F T	3	1	F		T		X	X	X	E	O	execution, performance, carrying out (of a task); function (math.);
20379	functional	functional			ADJ	3 2 POS	3	2		POS			G	X	X	E	K	functional;
20380	functionaliter				ADV	POS				POS			G	X	X	E	K	functionally;
20381	fund	fund			N	1 1 F T	1	1	F		T		X	X	X	D	X	sling; casting net; pocket (Cal);
20382	fund	fund			N	2 1 M T	2	1	M		T		X	A	X	B	X	farm; piece of land, estate; bottom, lowest part; foundation; an authority;
20383	fund	fund	fud	fus	V	3 1 X	3	1			X		X	X	X	A	X	pour, cast (metals); scatter, shed, rout;
20384	fund	fund	fundav	fundat	V	1 1 X	1	1			X		X	X	X	B	X	establish, found, begin; lay the bottom, lay a foundation; confirm;
20385	fundaitor	fundaitor			N	3 1 M P	3	1	M		P		X	X	X	D	X	founder;
20386	fundamen	fundamin			N	3 2 N T	3	2	N		T		X	X	X	D	X	foundation;
20387	fundament	fundament			N	2 2 N T	2	2	N		T		X	X	X	B	X	foundation; beginning; basis;
20388	fundatio	fundation			N	3 1 F T	3	1	F		T		F	X	X	F	M	foundation; E:endowment; G:basis;
20389	fundatrix	fundatric			N	3 1 F P	3	1	F		P		F	X	X	F	M	foundress; she who founded/founds;
20390	fundibal	fundibal			N	2 1 M T	2	1	M		T		D	W	X	D	S	catapult, slinging/hurling machine;
20391	fundibal	fundibal			N	2 2 N T	2	2	N		T		D	W	X	D	S	catapult, slinging/hurling machine;
20392	fundibalari	fundibalari			N	2 1 M P	2	1	M		P		E	X	X	E	S	slinger; (classical funditor);
20393	fundibul	fundibul			N	2 2 N T	2	2	N		T		D	W	X	D	S	catapult, slinging/hurling machine;
20394	fundiment	fundiment			N	2 2 N T	2	2	N		T		X	X	X	D	X	foundation, ground work, basis;
20395	funditor	funditor			N	3 1 M P	3	1	M		P		X	X	X	D	X	slinger;
20396	funditus				ADV	POS				POS			X	X	X	B	O	utterly/completely/without exception; from the bottom/to the ground/by the root;
20397	fundius				ADV	POS				POS			X	X	X	D	X	from the very bottom; utterly, totally;
20398	funebr	funebr			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	funeral, deadly, fatal; funereal;
20399	funebre	funebr			N	3 4 N T	3	4	N		T		X	X	X	D	X	funeral rites (pl.);
20400	funer	funer	funerav	funerat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	C	bury solemnly, inter with the funeral rites;
20401	funere	funere			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	funereal; deadly; fatal;
20402	funest	funest			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	deadly, fatal; sad; calamitous; destructive;
20403	funest	funest	funestav	funestat	V	1 1 X	1	1			X		X	X	X	D	X	pollute by murder;
20404	fung	fung			N	2 1 M T	2	1	M		T		X	X	X	D	X	fungus; mushroom;
20405	fung	fung	-	funct	V	3 1 DEP	3	1			DEP		X	X	X	B	X	perform, execute, discharge (duty); be engaged in (w/ABL of function);
20406	fungin	fungin			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	of a mushroom;
20407	fungos	fungos			ADJ	1 1 POS	1	1		POS			X	X	X	F	S	spongy; fungous;
20408	funicul	funicul			N	2 1 M P	2	1	M		P		X	X	X	E	C	thin rope, cord, string;
20409	funis	fun			N	3 3 M T	3	3	M		T		X	X	X	D	X	rope; line, cord, sheet, cable; measuring-line/rope, lot (Plater);
20410	funivi	funivi			N	1 1 F T	1	1	F		T		G	T	X	E	K	cablecar;
20411	funus	funer			N	3 2 N T	3	2	N		T		X	X	X	A	X	burial, funeral; funeral rites; ruin; corpse; death;
20412	fur	fur			N	3 1 C P	3	1	C		P		X	X	X	B	O	thief, robber; robber bee; the Devil (personified) (Souter);
20413	fur	fur	-	furat	V	1 1 DEP	1	1			DEP		X	X	X	B	X	steal; plunder;
20414	fur	fur	-	-	V	3 1 X	3	1			X		X	X	X	B	X	rave, rage; be mad/furious; be wild;
20415	furax	furac			ADJ	3 1 POS	3	1		POS			F	X	X	E	N	thieving (Collins); inclined to steal (Nelson);
20416	furc	furc			N	1 1 F T	1	1	F		T		X	X	X	D	X	(two-pronged) fork; prop;
20417	furcifer	furcifer			N	2 3 M P	2	3	M		P		X	X	X	D	X	yoke-bearer; rascal, scoundrel, rogue; gallows-bird; jailbird;
20418	furcill	furcill			N	1 1 F T	1	1	F		T		X	X	X	E	C	little fork;
20419	furcill	furcill	furcillav	furcillat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	C	support;
20420	furcul	furcul			N	1 1 F T	1	1	F		T		X	X	X	D	X	forked prop; forks (pl.), narrow pass (esp. the Caudine Forks);
20421	furfur	furfur			N	3 1 C T	3	1	C		T		X	A	X	C	O	husks of grain, bran; scaly infection of the skin;
20422	furi	furi			N	1 1 F T	1	1	F		T		X	X	X	D	X	frenzy, fury; rage (pl.); mad craving; Furies, avenging spirits;
20423	furi	furi	furiav	furiat	V	1 1 X	1	1			X		X	X	X	D	X	madden, enrage;
20424	furial	furial			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	frenzied, mad; avenging;
20425	furibund	furibund			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	raging, mad, furious; inspired;
20426	furios	furios			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	furious, mad, frantic, wild;
20427	furn	furn			N	2 1 M T	2	1	M		T		X	X	X	D	X	oven, bakery;
20428	furnax	furnac			N	3 1 F T	3	1	F		T		X	X	X	C	O	furnace/oven/kiln; (baths/smelting/limestone/brick); (goddess of ovens?);
20429	furor	furor			N	3 1 M T	3	1	M		T		X	P	X	B	X	madness, rage, fury, frenzy; passionate love;
20430	furs	fur			N	3 3 C P	3	3	C		P		D	X	X	F	P	thief, robber; robber bee; the Devil (personified);
20431	furt	furt			N	2 2 N T	2	2	N		T		X	X	X	B	X	theft; trick, deception; stolen article;
20432	furtific	furtific			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	thievish;
20433	furtim				ADV	POS				POS			X	X	X	B	X	stealthily, secretly; imperceptibly;
20434	furtiv	furtiv			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	stolen; secret, furtive;
20435	furuncul	furuncul			N	2 1 M P	2	1	M		P		X	X	X	E	C	sneak thief, pilferer;
20436	furv	furv			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	dark-colored, black;
20437	fus	fus			N	2 1 M T	2	1	M		T		X	X	X	D	X	spindle; (e.g., of the Fates);
20438	fus	fus			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	spread out, broad, flowing;
20439	fusc	fusc			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	dark, swarthy, dusky; husky; hoarse;
20440	fusc	fusc	fuscav	fuscat	V	1 1 X	1	1			X		X	X	X	C	O	darken, blacken, make dark; (INTRANS) become dark;
20441	fuscin	fuscin			N	1 1 F T	1	1	F		T		X	X	X	E	O	trident, three-pronged fishing spear; harpoon; weapon of retiarius gladiator;
20442	fuscinul	fuscinul			N	1 1 F T	1	1	F		T		E	X	X	E	S	small three-pronged spear; fish-hook (Souter); fork; fleshhook (Vulgate);
20443	fusiform	fusiform			ADJ	3 2 POS	3	2		POS			G	X	X	E	K	spindle-shaped;
20444	fusil	fusil			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	molded; molten, fluid, liquid;
20445	fustibal	fustibal			N	2 1 M T	2	1	M		T		X	W	X	E	S	sling-staff;
20446	fustis	fust			N	3 3 M T	3	3	M		T		X	X	X	D	X	staff club; stick;
20447	fustuari	fustuari			N	2 4 N T	2	4	N		T		X	X	X	D	X	death by beating (punishment meted out to soldiers);
20448	futatim				ADV	POS				POS			X	X	X	E	C	abundantly;
20449	futil	futil			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	vain; worthless;
20450	futtil	futtil			ADJ	3 2 POS	3	2		POS			X	X	X	D	X	vain; worthless;
20451	futu	futu	futu	futut	V	3 1 X	3	1			X		X	X	X	D	X	have sexual relations with (woman); (rude);
20452	futur	futur			ADJ	1 1 POS	1	1		POS			X	X	X	A	X	about to be; future;
20453	futurism	futurism			N	2 1 M T	2	1	M		T		G	X	X	E	K	futurism;
20454	futurolog	futurolog			N	2 1 M P	2	1	M		P		G	X	X	E	K	futurologist;
20455	fylacteri	fylacteri			N	2 2 N T	2	2	N		T		X	X	X	D	S	amulet; phylactery, scripture text in box on forehead of Jews; gladiator medal;
20456	Gabal	Gabal			N	2 1 M G	2	1	M		G		X	X	F	D	X	Gabali, tribe of Gaul;
20457	gabal	gabal			N	2 1 M T	2	1	M		T		X	X	X	D	X	gallows, gibbet;
20458	Gabini	Gabini			N	2 5 M N	2	5	M		N		X	X	X	D	X	Gabinus; (Roman gens name); (A. Gabinius, consul 58 BC, supporter of Caesar);
20459	Gabini	Gabini			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	Gabinus, Roman gens; (A. Gabinius, consul 58 BC, supporter of Caesar);
20460	gad	gad			N	2 1 M T	2	1	M		T		G	X	X	E	K	cod;
20461	gaes	gaes			N	2 2 N T	2	2	N		T		X	X	X	D	X	Gallic javelin;
20462	gafr	gafr			N	2 2 N T	2	2	N		T		G	X	X	E	K	waffle;
20463	Gai	Gai			N	2 5 M N	2	5	M		N		X	X	X	D	X	Gaius (Roman praenomen); (abb. C.);
20464	galactin	galactin			N	2 1 M T	2	1	M		T		F	S	X	E	M	the Milky Way;
20465	galanth	galanth			N	2 1 M T	2	1	M		T		G	A	X	E	K	snowdrop;
20466	Galate	Galate			N	1 1 F L	1	1	F		L		X	X	Q	E	O	Galatia, region of Asia Minor;
20467	Galati	Galati			N	1 1 F L	1	1	F		L		X	X	Q	E	O	Galatia, region of Asia Minor;
20468	Galatic	Galatic			ADJ	1 1 POS	1	1		POS			X	X	Q	E	O	Galatian, of/from/belonging to Galatia (region of Asia Minor);
20469	galaxi	galaxi			N	1 1 F T	1	1	F		T		F	S	X	E	M	the Milky Way;
20470	galaxic	galaxic			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	galactic;
20471	Galb	Galb			N	1 1 M N	1	1	M		N		C	L	I	E	O	Galba (Servinus Supicius Galba, Emperor, 69 AD, year of the 4 Emperors);
20472	galb	galb			N	1 1 F T	1	1	F		T		X	X	X	E	S	small worm, ash borer/larva of ash spinner; fat paunch, big belly;
20473	galban	galban			N	2 2 N T	2	2	N		T		X	A	Q	E	S	gum resin of umbelliferous plant in Persia/Syria (species of Ferula), galbanum;
20474	galban	galban			ADJ	1 1 POS	1	1		POS			X	A	X	E	O	galbaneous, characteristic of galbanum/gum resin from species of Ferula;
20475	galbanen	galbanin			N	3 2 N T	3	2	N		T		E	A	Q	E	W	gum resin of umbelliferous plant in Persia/Syria (species of Ferula), galbanum;
20476	galbe	galbe			N	2 1 M T	2	1	M		T		X	X	X	E	O	arm-band/filet worn for ornamental/medical purposes;
20477	galbeol	galbeol			N	2 1 M T	2	1	M		T		X	A	X	F	O	bee-eater;
20478	galbin	galbin			N	2 2 N T	2	2	N		T		X	X	X	E	O	greenish-yellow/pale green clothes (pl.) (considered effeminate);
20479	galbin	galbin			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	greenish-yellow; yellowish; effeminate;
20480	gale	gale			N	1 1 F T	1	1	F		T		X	X	X	D	X	helmet;
20481	gale	gale	galeav	galeat	V	1 1 TRANS	1	1			TRANS		X	W	X	E	C	cover with a helmet;
20482	galeat	galeat			ADJ	1 1 POS	1	1		POS			X	W	X	E	C	helmeted;
20483	galeol	galeol			N	1 1 F T	1	1	F		T		F	X	X	E	K	cap;
20484	galer	galer			N	2 1 M T	2	1	M		T		X	X	X	D	X	cap or hat made of skin; ceremonial hat (worn by pontifices/flamines); wig;
20485	galer	galer			N	2 2 N T	2	2	N		T		X	X	X	D	X	cap or hat made of skin; ceremonial hat (worn by pontifices/flamines); wig;
20486	galericul	galericul			N	2 2 N T	2	2	N		T		X	X	X	E	C	skull-cap; wig;
20487	galerit	galerit			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	wearing a hood or skull-cap;
20488	galett	galett			N	1 1 F T	1	1	F		T		G	X	X	E	K	pancake;
20489	Galilae	Galilae			N	1 1 F L	1	1	F		L		E	E	Q	D	X	Galilee;
20490	Galilae	Galilae			ADJ	1 1 POS	1	1		POS			E	E	X	D	X	Galilean;
20491	Gall	Gall			N	2 1 M G	2	1	M		G		X	X	F	A	X	Gaul; the Gauls (pl.);
20492	gall	gall			N	2 1 M T	2	1	M		T		X	X	X	D	X	cock, rooster;
20493	Gall	Gall			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	Gallic, of Gaul/the Gauls; class of gladiator w/Gallic armor; (also Galatian?);
20494	Galli	Galli			N	1 1 F L	1	1	F		L		X	X	F	A	O	Gaul; (early Northern Italy, then South-East France, then France and Belgium);
20495	galliamb	galliamb			N	2 1 M P	2	1	M		P		X	E	X	E	C	song of the priests of Cybele;
20496	galliari	galliari			N	2 1 M P	2	1	M		P		X	A	X	E	O	one who looks after poultry;
20497	galliari	galliari			N	2 2 N T	2	2	N		T		X	A	X	E	O	hen-house;
20498	galliari	galliari			ADJ	1 1 POS	1	1		POS			X	A	X	C	O	of/for poultry; [in proper names, situa ~ => forest in Campania];
20499	Gallic	Gallic			ADJ	1 1 POS	1	1		POS			X	X	F	B	O	Gallic, of Gaul, of the Gauls;
20500	gallicini	gallicini			N	2 2 N T	2	2	N		T		X	X	X	D	S	cock-crow; daybreak, dawn; last watch of the night;
20501	gallicul	gallicul			N	1 1 F T	1	1	F		T		D	X	F	E	S	small Gallic shoe, galosh; sandal; (wooden shoe/sandal w/leather thongs);
20502	Gallien	Gallien			N	2 1 M N	2	1	M		N		D	L	I	D	Z	Gallienus; (Emperor Publius Licinius Egnatius Gallienus 253-268);
20503	gallin	gallin			N	1 1 F T	1	1	F		T		X	X	X	D	X	hen;
20504	gallinace	gallinace			ADJ	1 1 POS	1	1		POS			X	A	X	C	O	of/belonging to domestic poultry, poultry-; [cunila ~ => wild marjoram];
20505	gallinaci	gallinaci			ADJ	1 1 POS	1	1		POS			X	A	X	C	O	of/belonging to domestic poultry, poultry-; [cunila ~ => wild marjoram];
20506	gallinari	gallinari			N	2 1 M P	2	1	M		P		X	A	X	E	C	poultry farmer;
20507	gallinari	gallinari			ADJ	1 1 POS	1	1		POS			X	A	X	E	C	of poultry;
20508	gammar	gammar			N	2 1 M T	2	1	M		T		X	A	X	E	O	lobster, sea crab;
20509	gane	gane			N	1 1 F T	1	1	F		T		X	X	X	D	X	common eating house (resort of undesirable characters); gluttonous eating;
20510	gane	gane			N	2 2 N T	2	2	N		T		X	X	X	D	X	common eating house (resort of undesirable characters); gluttonous eating;
20511	ganeo	ganeon			N	3 1 M P	3	1	M		P		X	X	X	D	X	glutton, debauchee;
20512	ganni	gann	-	-	V	3 4 INTRANS	3	4			INTRANS		X	X	X	D	S	whimper, snarl (of dogs); snarl (people), speak in ill natured/hostile manner;
20513	gannit	gannit			N	4 1 M T	4	1	M		T		X	X	X	D	O	yelping/snarling/barking; ill-tempered utterance; whimpering/whining/moaning; grumbling/muttering; murmuring; amorous utterance; chattering (L+S); chirping;
20514	gaol	gaol			N	1 1 F T	1	1	F		T		F	L	X	F	J	jail/gaol;
20515	gar	gar			N	2 2 N T	2	2	N		T		X	X	X	E	C	fish-sauce;
20516	garb	garb			N	1 1 F T	1	1	F		T		F	A	X	F	M	sheaf (of grain, of arrows);
20517	gard	gard			N	1 1 F T	1	1	F		T		F	L	X	F	M	wardship; guardianship; town-division;
20518	gardin	gardin			N	2 2 N T	2	2	N		T		F	A	X	E	M	garden;
20519	gargariss	gargariss	gargarissav	gargarissat	V	1 1 X	1	1			X		X	B	X	D	O	gargle;
20520	gargariz	gargariz	gargarizav	gargarizat	V	1 1 X	1	1			X		X	B	X	D	O	gargle;
20521	gargarizatio	gargarization			N	3 1 F T	3	1	F		T		X	B	X	E	O	gargling, action of gargling;
20522	garri	garr	garriv	garrit	V	3 4 X	3	4			X		X	X	X	D	X	chatter/prattle/jabber; talk rapidly; talk/write nonsense; (birds/instruments);
20523	garrit	garrit			N	4 1 M T	4	1	M		T		X	X	X	F	O	chattering (of birds);
20524	garrul	garrul			ADJ	1 1 POS	1	1		POS			X	X	X	B	O	talkative, loquacious; chattering, garrulous; blabbing; that betrays secrets;
20525	garrulitas	garrulitat			N	3 1 F T	3	1	F		T		X	X	X	D	O	talkativeness, loquacity; chattering (Collins);
20526	Garunn	Garunn			N	1 1 M L	1	1	M		L		X	X	F	D	X	Garonne, river in SW Gaul - in Caesar's Gallic War;
20527	garyophyll	garyophyll			N	2 8 N T	2	8	N		T		X	A	X	N	O	dried flower-buds of the clove; cloves;
20528	gas	gas			N	2 2 N T	2	2	N		T		G	X	X	E	K	gas;
20529	gasal	gasal			ADJ	3 2 POS	3	2		POS			G	X	X	E	K	of gas, to gas;
20530	gasificatr	gasificatr			N	2 2 N T	2	2	N		T		G	T	X	E	K	carburetor;
20531	gasometr	gasometr			N	2 2 N T	2	2	N		T		G	T	X	E	K	gasometer;
20532	gasos	gasos			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	sparkling;
20533	gastritis	gastritid			N	3 1 F T	3	1	F		T		G	B	X	E	K	gastritis, inflammation of the stomach;
20534	gat	gat			N	1 1 F T	1	1	F		T		F	X	X	E	M	bowl, trough; jar;
20535	gatelei	gatelei			N	1 1 F T	1	1	F		T		F	X	X	F	M	toll, payment for passage;
20536	gatt	gatt			N	1 1 F T	1	1	F		T		F	A	X	D	T	cat; (female?); gateway, gap (Latham);
20537	gatt	gatt			N	2 1 M T	2	1	M		T		F	A	X	D	T	cat;
20538	gaud	gaud	-	gavis	V	2 1 SEMIDEP	2	1			SEMIDEP		X	X	X	A	X	be glad, rejoice;
20539	gaudi	gaudi			N	2 4 N T	2	4	N		T		X	X	X	B	O	joy, delight, gladness; source/cause of joy; physical/sensual delight; everlasting blessedness; gaud/gaudy, bead of rosary (Latham);
20540	gaudimoni	gaudimoni			N	2 4 N T	2	4	N		T		X	X	X	F	O	joy; time of joy/jollity, festal day (Souter); gaudy feast (Latham);
20541	gaunac	gaunac			N	1 1 F T	1	1	F		T		X	X	X	D	X	oriental cloak;
20542	gaunac	gaunac			N	2 2 N T	2	2	N		T		X	X	X	D	X	oriental cloak;
20543	gaunacum	gaunacum			N	1 1 F T	1	1	F		T		X	X	X	D	X	oriental cloak;
20544	gausap	gausap			N	1 1 F T	1	1	F		T		X	X	X	C	O	cloth of woolen frieze (coarse wool cloth w/nap); cloak of this material;
20545	gausap	gausap			N	2 2 N T	2	2	N		T		X	X	X	C	O	cloth of woolen frieze (coarse wool cloth w/nap); cloak of this material;
20546	gausapat	gausapat			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	wearing cloak/cloth of woolen frieze (coarse wool cloth w/nap);
20547	gausape	gausap			N	3 4 N T	3	4	N		T		X	X	X	C	O	cloth of woolen frieze (coarse wool cloth w/nap); cloak of this material;
20548	gausapes	gausap			N	3 3 F T	3	3	F		T		X	X	X	C	O	cloth of woolen frieze (coarse wool cloth w/nap); cloak of this material;
20549	gausapin	gausapin			N	1 1 F T	1	1	F		T		G	X	X	E	K	bath-towel;
20550	gausapin	gausapin			ADJ	1 1 POS	1	1		POS			X	X	X	D	O	made of cloth of woolen frieze (coarse wool cloth w/nap);
20551	gaz	gaz			N	1 1 F T	1	1	F		T		X	X	X	B	X	treasure (royal);
20552	gazel	gazel			N	1 1 F T	1	1	F		T		G	X	X	E	K	gazelle;
20553	gazofilaci	gazofilaci			N	2 2 N T	2	2	N		T		D	E	H	E	F	treasury (royal); offertory box;
20554	gazophylachi	gazophylachi			N	2 2 N T	2	2	N		T		D	E	H	E	F	treasury (royal); offertory box;
20555	gehenn	gehenn			N	1 1 F W	1	1	F		W		D	E	Q	D	S	hell; (from valley near Jerusalem where children were sacrificed to Moloch);
20556	gehennal	gehennal			ADJ	3 2 POS	3	2		POS			D	E	Q	E	S	hellish, of hell; (from valley where children were sacrificed to Moloch);
20557	gel	gel			N	2 2 N T	2	2	N		T		X	X	X	C	O	frost, ice, snow; frosty weather; cold, chilliness (of old age/death/fear);
20558	gel	gel			N	4 1 M T	4	1	M		T		X	X	X	C	O	frost, ice, snow; frosty weather; cold, chilliness (of old age/death/fear);
20559	gel	gel			N	4 2 N T	4	2	N		T		X	X	X	C	O	frost, ice, snow; frosty weather; cold, chilliness (of old age/death/fear);
20560	gel	gel	gelav	gelat	V	1 1 X	1	1			X		X	X	X	D	X	cause to freeze; (pass.) be frozen, be chilled;
20561	gelamen	gelamin			N	3 2 N T	3	2	N		T		F	X	X	E	M	assembly, gathering;
20562	Gelasi	Gelasi			N	2 5 M N	2	5	M		N		D	E	I	F	F	Gelasius; (I - St./Pope 492-496, said Primacy of Pope derived from Christ);
20563	gelasin	gelasin			N	2 1 M P	2	1	M		P		X	X	X	E	C	dimple;
20564	gelatin	gelatin			N	1 1 F T	1	1	F		T		G	X	X	E	K	gelatin;
20565	gelatori	gelatori			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	freezing;
20566	geld	geld			N	1 1 F T	1	1	F		T		F	L	X	D	M	tax, gelt; guild; association; guild meeting; guild-house;
20567	geld	geld			N	2 2 N T	2	2	N		T		F	L	X	D	M	tax, gelt; [~ vaccarum => horngeld, cornage];
20568	geldoni	geldoni			N	1 1 F T	1	1	F		T		F	L	X	F	E	guild;
20569	gelicidi	gelicidi			N	2 2 N T	2	2	N		T		X	P	X	E	S	frost;
20570	gelid	gelid			N	1 1 F T	1	1	F		T		X	X	X	D	X	ice cold water;
20571	gelid	gelid			ADJ	1 1 POS	1	1		POS			X	X	X	B	X	ice cold, icy;
20572	gelide				ADV	POS				POS			X	X	X	D	X	sluggishly, without enthusiasm; coldly, weakly, feebly;
20573	gem	gem	gemu	gemit	V	3 1 X	3	1			X		X	X	X	B	X	moan, groan; lament (over); grieve that; give out a hollow sound (music, hit);
20574	gemebund	gemebund			ADJ	1 1 POS	1	1		POS			X	X	X	E	C	groaning, sighing;
20575	gemell	gemell			N	2 1 M P	2	1	M		P		X	X	X	D	X	twin;
20576	gemell	gemell			ADJ	1 1 POS	1	1		POS			X	X	X	D	X	twin-born;
20577	gemellio	gemellion			N	3 1 F T	3	1	F		T		F	X	X	F	E	small cruet;
20578	gemellipar	gemellipar			N	1 1 F T	1	1	F		T		X	X	X	E	C	twin-bearing;
20579	gemin	gemin			N	2 1 M P	2	1	M		P		X	X	X	D	X	twins (pl.);
20580	gemin	gemin			ADJ	1 1 POS	1	1		POS			X	X	X	B	X	twin, double; twin-born; both;
20581	gemin	gemin	geminav	geminat	V	1 1 X	1	1			X		X	X	X	D	X	double; repeat; double the force of; pair (with);
20582	geminatio	gemination			N	3 1 F T	3	1	F		T		X	X	X	D	S	doubling;
20583	gemit	gemit			N	4 1 M T	4	1	M		T		X	X	X	B	X	groan, sigh; roaring;
20584	gemm	gemm			N	1 1 F T	1	1	F		T		X	X	X	B	O	bud; jewel, gem, precious stone; amber; cup (material); seal, signet; game piece
20585	gemm	gemm	gemmav	gemmat	V	1 1 INTRANS	1	1			INTRANS		X	A	X	C	O	bud, come into bud, put out buds;
